date,age,aliq_at,aliq_mat,ami_126d,at_be,at_gr1,at_me,at_turnover,be_gr1a,be_me,beta_60m,beta_dimson_21d,betabab_1260d,betadown_252d,bev_mev,bidaskhl_21d,capex_abn,capx_gr1,capx_gr2,capx_gr3,cash_at,chcsho_12m,coa_gr1a,col_gr1a,cop_at,cop_atl1,corr_1260d,coskew_21d,cowc_gr1a,dbnetis_at,debt_gr3,debt_me,dgp_dsale,div12m_me,dolvol_126d,dolvol_var_126d,dsale_dinv,dsale_drec,dsale_dsga,earnings_variability,ebit_bev,ebit_sale,ebitda_mev,emp_gr1,eq_dur,eqnetis_at,eqnpo_12m,eqnpo_me,eqpo_me,f_score,fcf_me,fnl_gr1a,gp_at,gp_atl1,inv_gr1,inv_gr1a,iskew_capm_21d,iskew_ff3_21d,iskew_hxz4_21d,ival_me,ivol_capm_21d,ivol_capm_252d,ivol_ff3_21d,ivol_hxz4_21d,kz_index,lnoa_gr1a,lti_gr1a,market_equity,mispricing_mgmt,mispricing_perf,ncoa_gr1a,ncol_gr1a,netdebt_me,netis_at,nfna_gr1a,ni_ar1,ni_be,ni_inc8q,ni_ivol,ni_me,niq_at,niq_at_chg1,niq_be,niq_be_chg1,niq_su,nncoa_gr1a,noa_at,noa_gr1a,o_score,oaccruals_at,oaccruals_ni,ocf_at,ocf_at_chg1,ocf_me,ocfq_saleq_std,op_at,op_atl1,ope_be,ope_bel1,opex_at,pi_nix,ppeinv_gr1a,prc,prc_highprc_252d,qmj,qmj_growth,qmj_prof,qmj_safety,rd5_at,rd_me,rd_sale,resff3_12_1,resff3_6_1,ret_12_1,ret_12_7,ret_1_0,ret_3_1,ret_60_12,ret_6_1,ret_9_1,rmax1_21d,rmax5_21d,rmax5_rvol_21d,rskew_21d,rvol_21d,sale_bev,sale_emp_gr1,sale_gr1,sale_gr3,sale_me,saleq_gr1,saleq_su,seas_11_15an,seas_11_15na,seas_16_20an,seas_16_20na,seas_1_1an,seas_1_1na,seas_2_5an,seas_2_5na,seas_6_10an,seas_6_10na,sti_gr1a,taccruals_at,taccruals_ni,tangibility,tax_gr1a,turnover_126d,turnover_var_126d,z_score,zero_trades_126d,zero_trades_21d,zero_trades_252d
1926-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0270247214124845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0107399973412885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926-02-28,,,,,,,,,,,,0.0191611792713834,,,,-0.0305703087229594,,,,,,,,,,,,-0.0021122689300749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0116007648009343,,,,0.0392379607673509,,,,,,,-0.0295989419120508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0190427779202543,,,,,,,,,,,,,-0.0203149580031123,,,,,0.0354563121242759,0.0396532652192761,,0.0099809705794481,0.0427533810334015,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0240478940620646,
1926-03-31,-0.0867375792154087,,,,,,,,,,,0.0582280564765405,,,,-0.0638490483972711,,,,,,,,,,,,0.0026300538710575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0173406505337557,,,,0.0550478663372673,,,,,,,-0.0510520774436881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0486284209063309,,,,,,,,,,,,,-0.0457509521553802,,,,,0.0372603095650715,0.0420214144395355,,-0.025835903300128,0.0599082454842161,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0237607144754927,
1926-04-30,-0.0005723921999223,,,-0.0014128724378744,,,,,,,,-0.006661464866832,,,,-0.0098465802927104,,,,,,,,,,,,0.0087370216597604,,,,,,,-0.0078208253934401,0.0062174050794816,,,,,,,,,,,,,,,,,,,,,0.0023254113024692,,,,-0.0007874127154577,,,,,,,0.0054048394278041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0014477631718818,,,,,,,,,,,,,-0.0009885899042997,-0.0093250438427232,,,,-0.0103357255234823,-0.0051141975973062,,0.0036172537546093,-0.0034962944050869,,,,,,,,,,,,,,,,,,,,,,,-0.00274913947893,0.0058937619490551,,-0.003066590359853,-0.0031621967124293,
1926-05-31,-0.0063315300851384,,,-0.0031178452157351,,,,,,,,0.0075749990221672,,,,-0.0140092302127273,,,,,,,,,,,,-0.0018318678521,,,,,,,-0.0008041661005806,0.0010956088353565,,,,,,,,,,,,,,,,,,,,,-0.0050995260050363,,,,-0.0001360765335222,,,,,,,-0.0056112491692425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0082174671457565,,,,,,,,,,,,,-0.0184373105912522,0.0184112174078378,,,,0.0011468424206331,0.0031338371743699,,-0.0040363007763744,0.0060961010726393,,,,,,,,,,,,,,,,,,,,,,,0.0032733843238011,-0.002528682233877,,0.0011549543051781,-0.0018325774805758,
1926-06-30,-0.003011907817766,,,-0.025930230428373,,,,,,,,-0.0239646445606161,,,,0.0018954870293891,,,,,,,,,,,,-0.0099104626120728,,,,,,,-0.0177823908173885,0.0163051767404818,,,,,,,,,,,,,,,,,,,,,0.020962718129929,,,,-0.0097327830502653,-0.0233683574801292,,,,,,-0.004365928435787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0001811473905375,-0.0443915601241833,,,,,,,,,,,,0.0327622084416559,-0.0264592283323797,,,,-0.0046400523943425,-0.0079443931214552,0.0099695485808451,0.0189869880856858,-0.016492961562724,,,,,,,,,,,,,,,,,,,,,,,-0.0317787312272703,0.0148566699255833,,-0.0174683580358871,-0.0200496136576151,-0.0243038475135849
1926-07-31,0.0032109495530165,,,-0.0113478044021326,,,,,,,,-0.0157037136801698,,-0.0146080097558024,,-0.0010749585472505,,,,,,,,,,,,-0.0003064044720321,,,,,,,-0.0057464190689069,0.0261657694218904,,,,,,,,,,,,,,,,,,,,,-0.0004353679147787,,,,0.0152476944440585,0.0122205323709349,,,,,,-0.0212903495760477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0108088147368909,-0.0084962087530962,,,,,,,,,,,,-0.0101764787148948,-0.0230561956124314,,-0.0061788788441175,,0.0114999422316219,0.0059023112639795,-0.010914658045822,0.0128021393382237,0.0097765910307935,,,,,,,,,,,,,,,,,,,,,,,-0.0054562562016832,0.0295988943365263,,-0.0092961702460648,-0.0144723305486141,-0.0048272920631213
1926-08-31,-0.0163778799368222,,,-0.0009217717921557,,,,,,,,0.0147395555143942,,0.0274797314200442,,-0.0244033654648909,,,,,,,,,,,,0.0076880961091478,,,,,,,0.0043287464790197,0.0036318219578251,,,,,,,,,,,,,,,,,,,,,0.0166827955271074,,,,0.0298994631954697,0.0241215717940476,,,,,,0.0078384055340909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018419824440001,0.0193882165035272,,,,,,,,,,,,0.0191842684106031,0.0050541955453707,,0.0305283549086671,,0.0274721284410529,0.0263088363768787,0.0114711596579703,0.0213583915230097,0.0266367939897038,,,,,,,,,,,,,,,,,,,,,,,0.0172593913619789,0.0071503834161608,,0.0035123682322165,0.0114040686722984,0.0035994558036161
1926-09-30,0.0036528697184804,,,-0.0037260445081392,,,,,,,,0.0164794484242725,,0.0201982104537734,,-0.0214238607182395,,,,,,,,,,,,0.0083993318582809,,,,,,,0.0051336501400329,-0.0087280139735954,,,,,,,,,,,,,,,,,,,,,-0.005319920144595,,,,0.0169790319277991,0.0180848258832896,,,,,,-0.0086620103118802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0344069977452222,0.0369484772132971,,,,,,,,,,,,0.0014589973109596,0.0128892568570305,,0.0387252911656918,,0.0172303628745867,0.0196798361355686,0.0053310893411896,-0.0049463854515045,0.0194010134852799,,,,,,,,,,,,,,,,,,,,,,,0.0120437960104301,-0.0126901125016029,,0.0167821004407375,0.0121067708533955,0.0135527226477616
1926-10-31,-0.0159948788098593,,,0.0006152442657147,,,,,,,,0.0214798787251832,,0.0236842621802012,,-0.0151493988490395,,,,,,,,,,,,0.0088588795535051,,,,,,,0.0140449816995553,-0.0240155555351876,,,,,,,,,,,,,,,,,,,,,-0.0105987611459386,,,,0.0271798791648919,0.0288831947692209,,,,,,-0.0072291460252251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0118405730448959,0.0298271681570758,,,,,,,,,,,,-0.0189635440599863,0.0085559476019819,,0.0035352105607112,0.0202370357226622,0.023705422019983,0.0267881313467603,-0.0029147009755888,-0.0019365348428767,0.0303877619590306,,,,,,,,,,,,,,,,,,,,,,,0.0350903062540323,-0.0234260686239193,,0.0189715413055377,0.0232194322124416,0.0166555459188785
