date,size_decile_3,signal_decile_3,Cap_VW_return,VW_return,EW_return
2001-01-01,1,1,0.14844355913792706,0.14844355913792706,0.2226679499946818
2001-01-01,1,2,0.18709136689152364,0.18709136689152364,0.3306288600569992
2001-01-01,1,3,0.21743207103013146,0.21743207103013146,0.4110922699701663
2001-01-01,2,1,0.10354112692409856,0.10354112692409856,0.2271742494096748
2001-01-01,2,2,0.09947800790106381,0.09947800790106381,0.2353193462007958
2001-01-01,2,3,0.10630199482628168,0.10630199482628168,0.27791262750757995
2001-01-01,3,1,0.15041873934706276,0.11683621150217643,0.22545112782777077
2001-01-01,3,2,0.09690057572356472,0.05462313272836419,0.16537983428255087
2001-01-01,3,3,0.075087109729586,0.06826662491557603,0.1417963193248951
2001-02-01,1,1,-0.06670371999305237,-0.06670371999305237,-0.07428663759413823
2001-02-01,1,2,-0.06678536354051927,-0.06678536354051927,-0.06229185695980334
2001-02-01,1,3,-0.021532624992944158,-0.021532624992944158,-0.029106259206751237
2001-02-01,2,1,-0.06399427701745439,-0.06399427701745439,-0.10783104740820232
2001-02-01,2,2,-0.0682072474057859,-0.0682072474057859,-0.0985075966789433
2001-02-01,2,3,-0.044512236473955746,-0.044512236473955746,-0.06651851562924171
2001-02-01,3,1,-0.03986957101786831,-0.029258122256381948,-0.09124166542640993
2001-02-01,3,2,-0.10164454464315095,-0.10532880920502213,-0.12625432940130427
2001-02-01,3,3,-0.12200741933728723,-0.15685786960604425,-0.12034909055122266
2001-03-01,1,1,-0.03941073052334683,-0.03941073052334683,-0.06155428229400174
2001-03-01,1,2,-0.015659069215783094,-0.015659069215783094,-0.037849773790011636
2001-03-01,1,3,-0.026803050858821814,-0.026803050858821814,-0.021764718036943687
2001-03-01,2,1,-0.05516750698963471,-0.05516750698963471,-0.10284997319879273
2001-03-01,2,2,-0.03753050967627565,-0.03753050967627565,-0.05130816465919198
2001-03-01,2,3,-0.023180110175439035,-0.023180110175439035,-0.047229361365337286
2001-03-01,3,1,-0.08234630728534054,-0.06922742847860804,-0.11516732726892684
2001-03-01,3,2,-0.0773800192253957,-0.06930372739367943,-0.0911768289783792
2001-03-01,3,3,-0.07463471842831529,-0.07392549144661145,-0.08151779460234101
2001-04-01,1,1,0.06726758205012533,0.06726758205012533,0.06679276810368881
2001-04-01,1,2,0.07629477133046446,0.07629477133046446,0.0712244973638579
2001-04-01,1,3,0.10320802942816248,0.10320802942816248,0.12400659400968761
2001-04-01,2,1,0.10451059599440257,0.10451059599440257,0.11513719212382437
2001-04-01,2,2,0.10157216178100048,0.10157216178100048,0.1404002374616261
2001-04-01,2,3,0.11379365644696485,0.11379365644696485,0.17174947703689794
2001-04-01,3,1,0.12253292598051706,0.10351037667173141,0.15669128921921716
2001-04-01,3,2,0.10721716880763764,0.0813932803002056,0.1453880124766528
2001-04-01,3,3,0.1488805903104622,0.1225047267442366,0.17252274580437638
2001-05-01,1,1,0.10119246547371692,0.10119246547371692,0.083729913297411
2001-05-01,1,2,0.11256648045372772,0.11256648045372772,0.11222821917759274
2001-05-01,1,3,0.10445265667957888,0.10445265667957888,0.08547502436589538
2001-05-01,2,1,0.02054074261038691,0.02054074261038691,0.025550524181010316
2001-05-01,2,2,0.017588140053555523,0.017588140053555523,0.023709861941282093
2001-05-01,2,3,0.008942042472203145,0.008942042472203145,0.029519295951597677
2001-05-01,3,1,0.01665668783087657,0.009931725959151632,0.03179182490138214
2001-05-01,3,2,0.007728226668639603,-0.0007684695204251716,0.01689455994340956
2001-05-01,3,3,-0.01074414252307882,-0.016982160485175507,-0.003958213579060418
2001-06-01,1,1,0.01697544435724186,0.01697544435724186,0.0012759551326447303
2001-06-01,1,2,0.023483780139242582,0.023483780139242582,0.01734183677678199
2001-06-01,1,3,0.03235301169815787,0.03235301169815787,0.017371752175698946
2001-06-01,2,1,0.04332078130003558,0.04332078130003558,0.017863969683200937
2001-06-01,2,2,0.04536975634957256,0.04536975634957256,0.050625663152582344
2001-06-01,2,3,0.04919400336362445,0.04919400336362445,0.05974668024952587
2001-06-01,3,1,-0.013233476491092345,-0.016801715026729114,-0.026309836648741147
2001-06-01,3,2,-0.021169218832562356,-0.03058504943147206,-0.01227251821496687
2001-06-01,3,3,-0.03290396463654897,-0.029681755601404736,-0.02085373137557956
2001-07-01,1,1,-0.028961997629934153,-0.028961997629934153,-0.028901446074656324
2001-07-01,1,2,-0.021269611327624463,-0.021269611327624463,-0.023691727343774314
2001-07-01,1,3,0.006088583964126468,0.006088583964126468,0.0023256215271176654
2001-07-01,2,1,-0.04810961868312637,-0.04810961868312637,-0.04753842459527084
2001-07-01,2,2,-0.028069366306880717,-0.028069366306880717,-0.02948528954313332
2001-07-01,2,3,-0.013246520155304302,-0.013246520155304302,-0.012086164835807208
2001-07-01,3,1,-0.056040110210107005,-0.06268530102361024,-0.05494818261175081
2001-07-01,3,2,-0.024190104816139486,-0.01912536373920601,-0.024334835037468555
2001-07-01,3,3,-0.010961684050413763,-0.02072725738766375,-0.011187933972840725
2001-08-01,1,1,-0.055626041099046966,-0.055626041099046966,-0.05867651140227277
2001-08-01,1,2,-0.044822847913926336,-0.044822847913926336,-0.036252387734809904
2001-08-01,1,3,-0.002641202399233451,-0.002641202399233451,-0.00789447364244919
2001-08-01,2,1,-0.059472503112668454,-0.059472503112668454,-0.06842235966455308
2001-08-01,2,2,-0.04943672222580747,-0.04943672222580747,-0.05039673383897276
2001-08-01,2,3,-0.03919961655427793,-0.03919961655427793,-0.04473652985804555
2001-08-01,3,1,-0.06409105525273254,-0.07357089818977014,-0.0680027609904484
2001-08-01,3,2,-0.05762520769547143,-0.06276776607874074,-0.058832823539083715
2001-08-01,3,3,-0.05483025452920186,-0.0688906263874979,-0.05163419966398995
2001-09-01,1,1,-0.13415014623019322,-0.13415014623019322,-0.12383108930740523
2001-09-01,1,2,-0.12667723420315075,-0.12667723420315075,-0.12847436963041123
2001-09-01,1,3,-0.10022897640317766,-0.10022897640317766,-0.09719805780949745
2001-09-01,2,1,-0.1798646091664099,-0.1798646091664099,-0.1889843928407187
2001-09-01,2,2,-0.15613755572181562,-0.15613755572181562,-0.15895802640542117
2001-09-01,2,3,-0.11761356238629975,-0.11761356238629975,-0.12340286768593192
2001-09-01,3,1,-0.16798079962739987,-0.15348598448092743,-0.17626974048280333
2001-09-01,3,2,-0.11931199404261231,-0.09055655762631752,-0.12747228403017496
2001-09-01,3,3,-0.08589104492996645,-0.056746236053879996,-0.08977143170117453
2001-10-01,1,1,0.055614050731364065,0.055614050731364065,0.08136540784856514
2001-10-01,1,2,0.09034935667269882,0.09034935667269882,0.11180797630965932
2001-10-01,1,3,0.1005568430021441,0.1005568430021441,0.1449107814683599
2001-10-01,2,1,0.07596907031916847,0.07596907031916847,0.09347866329138914
2001-10-01,2,2,0.09698283626934212,0.09698283626934212,0.11982392678755091
2001-10-01,2,3,0.12008012555434165,0.12008012555434165,0.16966715463861737
2001-10-01,3,1,0.021410814122106984,0.008317092927522621,0.0480872616744634
2001-10-01,3,2,0.036271514955864115,0.00113661980775805,0.06789348260668632
2001-10-01,3,3,0.09542456848214417,0.06617890862937281,0.13939841065812816
2001-11-01,1,1,0.060225397627342914,0.060225397627342914,0.06666450651681499
2001-11-01,1,2,0.06393007049805338,0.06393007049805338,0.06310532023372634
2001-11-01,1,3,0.06809399097378828,0.06809399097378828,0.08357010891010531
2001-11-01,2,1,0.08102045780474235,0.08102045780474235,0.10594803324621171
2001-11-01,2,2,0.07101576593138549,0.07101576593138549,0.0892248786804496
2001-11-01,2,3,0.05678906580173951,0.05678906580173951,0.06659957623633911
2001-11-01,3,1,0.09131625130680081,0.06406043170733874,0.10221332807831299
2001-11-01,3,2,0.06352092749282753,0.06182495617151659,0.06703163388398674
2001-11-01,3,3,0.05206547589998033,0.04114175056895423,0.05828026807386135
2001-12-01,1,1,0.08335192575312803,0.08335192575312803,0.07700330679801332
2001-12-01,1,2,0.08591673145714017,0.08591673145714017,0.09186615081268587
2001-12-01,1,3,0.06264094417774842,0.06264094417774842,0.06426647620613549
2001-12-01,2,1,0.0778228101138489,0.0778228101138489,0.09634830455806881
2001-12-01,2,2,0.0695147908133196,0.0695147908133196,0.0757771720678261
2001-12-01,2,3,0.07444804688466615,0.07444804688466615,0.08604928559466665
2001-12-01,3,1,0.04910459205608532,0.023277504845342932,0.06790048989461525
2001-12-01,3,2,0.042104179170541906,0.017958857753336024,0.05143641939279454
2001-12-01,3,3,0.035795377970300135,0.021247805055537607,0.046547102043412114
2002-01-01,1,1,0.007048762700868767,0.007048762700868767,0.0266551024531042
2002-01-01,1,2,0.01457427228838353,0.01457427228838353,0.04912895407473482
2002-01-01,1,3,0.011442706382594595,0.011442706382594595,0.035150140018049406
2002-01-01,2,1,-0.025437095552074997,-0.025437095552074997,-0.03616249421216924
2002-01-01,2,2,-0.007385200746138343,-0.007385200746138343,-0.016146753652993614
2002-01-01,2,3,-0.0023508124591970683,-0.0023508124591970683,-0.0021607868360398116
2002-01-01,3,1,-0.03146898306477264,-0.025216286412824484,-0.042925974475115085
2002-01-01,3,2,-0.009051889070608712,-0.021218700648917524,-0.015142212575591965
2002-01-01,3,3,6.680311793887637e-05,-0.00995239143468361,0.002529904059356914
2002-02-01,1,1,-0.058580368456365536,-0.058580368456365536,-0.060487161197881
2002-02-01,1,2,-0.0345075283488841,-0.0345075283488841,-0.02606105014696367
2002-02-01,1,3,-0.025811802702719135,-0.025811802702719135,-0.02222645094026952
2002-02-01,2,1,-0.05036084345742297,-0.05036084345742297,-0.0583540812188349
2002-02-01,2,2,-0.02551294270447852,-0.02551294270447852,-0.038476000545143885
2002-02-01,2,3,0.008282115737168583,0.008282115737168583,-0.0028685338390682016
2002-02-01,3,1,-0.03054619305291806,-0.007314734986618644,-0.04319927650767189
2002-02-01,3,2,-0.018190894463296647,-0.027259850412537395,-0.022960054642002136
2002-02-01,3,3,-0.011551982614244047,-0.0036967887592724066,-0.013658839245768353
2002-03-01,1,1,0.0740325979763948,0.0740325979763948,0.078321662296163
2002-03-01,1,2,0.07624763451972791,0.07624763451972791,0.08360866439943394
2002-03-01,1,3,0.06949308691348553,0.06949308691348553,0.06621533617697117
2002-03-01,2,1,0.07151997294149641,0.07151997294149641,0.07381396073734409
2002-03-01,2,2,0.05589429098056266,0.05589429098056266,0.07081125329577763
2002-03-01,2,3,0.06025826524978816,0.06025826524978816,0.07922492534174316
2002-03-01,3,1,0.04743693465115669,0.02083140322935193,0.06051814967364755
2002-03-01,3,2,0.03841669177114633,0.011618923309566431,0.040972577830147114
2002-03-01,3,3,0.03602610571327067,0.016308650266331996,0.04442374207869472
2002-04-01,1,1,0.004789766336425887,0.004789766336425887,-1.0962244480071381e-05
2002-04-01,1,2,0.039078641324936395,0.039078641324936395,0.027108442182506055
2002-04-01,1,3,0.03472889519214971,0.03472889519214971,0.038959271968722065
2002-04-01,2,1,-0.01590665077959897,-0.01590665077959897,-0.032773648845196526
2002-04-01,2,2,0.012627712704506487,0.012627712704506487,0.009391528794270179
2002-04-01,2,3,0.041338242671567285,0.041338242671567285,0.042658826946019454
2002-04-01,3,1,-0.04897289601334684,-0.07738947149257437,-0.0666651419614953
2002-04-01,3,2,-0.027187984323675255,-0.04462050143038498,-0.02607427576540506
2002-04-01,3,3,-0.02487738826718224,-0.05457733990900379,-0.018091659412338527
2002-05-01,1,1,-0.03164371415709561,-0.03164371415709561,-0.0185968403677123
2002-05-01,1,2,-0.015004788681274582,-0.015004788681274582,-0.008518973722621214
2002-05-01,1,3,-0.0013311531742149808,-0.0013311531742149808,0.000604420936636282
2002-05-01,2,1,-0.0624144898394501,-0.0624144898394501,-0.07676492484779919
2002-05-01,2,2,-0.05134447909858801,-0.05134447909858801,-0.05859163491468821
2002-05-01,2,3,-0.032267215338957,-0.032267215338957,-0.03516832383931359
2002-05-01,3,1,-0.024254120223686476,-0.02401456183637688,-0.03588964915953832
2002-05-01,3,2,-0.024487102275814344,-0.02033946445325192,-0.03065397767905865
2002-05-01,3,3,-0.02142932310679741,-0.017574771072630835,-0.029378075506863804
2002-06-01,1,1,-0.020505574886678604,-0.020505574886678604,-0.06361231349203522
2002-06-01,1,2,0.01528591794920596,0.01528591794920596,-0.033459301042263905
2002-06-01,1,3,0.029334233351191875,0.029334233351191875,0.0024475141899406704
2002-06-01,2,1,-0.023663104133460025,-0.023663104133460025,-0.046426432818431694
2002-06-01,2,2,-0.02481178869841316,-0.02481178869841316,-0.036396554035486924
2002-06-01,2,3,-0.028177503078286217,-0.028177503078286217,-0.02441355225978683
2002-06-01,3,1,-0.07382508991881342,-0.06212360310246804,-0.08378062555956806
2002-06-01,3,2,-0.052957631726539424,-0.03525159923600918,-0.061605529462085806
2002-06-01,3,3,-0.06298776390036245,-0.062101233164864954,-0.0683485770155327
2002-07-01,1,1,-0.1254945115297914,-0.1254945115297914,-0.10205173635945156
2002-07-01,1,2,-0.11924146129526891,-0.11924146129526891,-0.09816942412092292
2002-07-01,1,3,-0.10420867049043331,-0.10420867049043331,-0.08792513827389524
2002-07-01,2,1,-0.1429952073841264,-0.1429952073841264,-0.14396063677221932
2002-07-01,2,2,-0.11576285590931791,-0.11576285590931791,-0.11890699010778105
2002-07-01,2,3,-0.09834805521849493,-0.09834805521849493,-0.10337683393781194
2002-07-01,3,1,-0.0794601910015402,-0.0822265061018391,-0.08240287446353584
2002-07-01,3,2,-0.07850159770116573,-0.04986254940845508,-0.08432917957864772
2002-07-01,3,3,-0.06163535226661278,-0.049032672244944085,-0.06048744397340254
2002-08-01,1,1,-0.00017989549521082982,-0.00017989549521082982,0.009110481433836854
2002-08-01,1,2,-0.0021492175877427144,-0.0021492175877427144,0.007846203151001777
2002-08-01,1,3,-0.008460380222486127,-0.008460380222486127,0.00481979801984511
2002-08-01,2,1,0.0017992374839284207,0.0017992374839284207,-6.740814607036731e-05
2002-08-01,2,2,0.02386620046187422,0.02386620046187422,0.021997564213785806
2002-08-01,2,3,0.004149332352544716,0.004149332352544716,0.005153362715934837
2002-08-01,3,1,0.02422502125606931,0.04258016688685397,0.024442261925001825
2002-08-01,3,2,0.030773603862416992,0.03640375365716222,0.02730625236438303
2002-08-01,3,3,0.030599066423268963,0.0229630449344873,0.033370658379919524
2002-09-01,1,1,-0.061662419875499204,-0.061662419875499204,-0.07408309098689592
2002-09-01,1,2,-0.054795271328934525,-0.054795271328934525,-0.04489523516232379
2002-09-01,1,3,-0.021683777977267196,-0.021683777977267196,-0.04992738050657213
2002-09-01,2,1,-0.052749522338042476,-0.052749522338042476,-0.062197682815059045
2002-09-01,2,2,-0.04425881075870121,-0.04425881075870121,-0.05069167839640459
2002-09-01,2,3,-0.0403864521458978,-0.0403864521458978,-0.03894629391192497
2002-09-01,3,1,-0.07747420718318937,-0.07057701962928387,-0.08629234652349743
2002-09-01,3,2,-0.06268472799000713,-0.051025935177308954,-0.06426542564163369
2002-09-01,3,3,-0.06455501084854515,-0.08049153818068905,-0.06271382705416562
2002-10-01,1,1,0.028801553387975413,0.028801553387975413,0.03749434693489971
2002-10-01,1,2,0.031712073721533424,0.031712073721533424,0.047704248834478866
2002-10-01,1,3,0.022444986545016695,0.022444986545016695,0.05066173593356246
2002-10-01,2,1,0.0003704877895969079,0.0003704877895969079,0.011959148465843283
