,CNN,Big_High,Big_Low,Small_High,Small_Low
2005-04-30,-0.0092201792068577,-0.0373709113267216,-0.0265111186781358,-0.0657105524504208,-0.0581299866852912
2005-05-31,-0.003431941686657808,0.0379456466074758,0.0391780586213024,0.0504091025000713,0.0560405738595603
2005-06-30,-0.007771154974334799,0.0051033234227998,0.0135228955323155,0.0226701496713455,0.0297928875104994
2005-07-31,-0.003659429675831452,0.0433059974616059,0.0419291316133207,0.0503686776399469,0.059064402839895
2005-08-31,0.007153955608084649,-0.0142764437633295,-0.0120113310696569,-0.0130603469965689,-0.0296333709064108
2005-09-30,0.01252068359752275,0.0135001619411946,0.0034176660918322,0.0080930226030334,-0.0068658487426497
2005-10-31,-0.008608721108709305,-0.0333436515275752,-0.0200655732541514,-0.0404950222953791,-0.0365556583513843
2005-11-30,-9.014049001900004e-05,0.040147785551941,0.0384685007185478,0.0470688287428188,0.04892839455625
2005-12-31,-0.00733452380901185,-0.0113123133039561,-0.0053037301258648,-0.0269172743726196,-0.0182568099326872
2006-01-31,0.005913671367609702,0.0314786734273531,0.0278862584153055,0.0763051768773997,0.0680702491542279
2006-02-28,-0.0050807415753063995,0.0008157609095778,0.0031352764809803,-0.0132084305450289,-0.0053664629658186
2006-03-31,0.005889265228529001,0.0064753217270047,0.0084391299524481,0.0347045017783286,0.0209621630958272
2006-04-30,0.015102872452306054,0.0140548363188382,0.0033909930912283,0.0297538540860485,0.0102119524090463
2006-05-31,-0.014608586600486952,-0.0314005764894888,-0.0180197766158839,-0.0678624049458224,-0.0520260316184534
2006-06-30,0.007871237201280749,-0.0150074954363832,-0.0224583779375074,-0.0194896917303464,-0.0277812836317837
2006-07-31,0.003762812258191854,-0.0274424594855092,-0.0286654856686525,-0.0398745146536472,-0.0461771129868876
2006-08-31,-0.01836516712885965,0.0184419416800857,0.0337694516102467,0.0334659332901367,0.054868757617695
2006-09-30,-0.0183752314428069,0.0012657382424594,0.0236331195019784,-0.0008847915712564,0.0134982900548384
2006-10-31,-0.007230683226335598,0.032657868738119,0.038640924051069,0.0543050942926619,0.0627834054323831
2006-11-30,0.0030689359587076012,0.0345958755912893,0.0321661312929436,0.0473424633165213,0.0436343356974518
2006-12-31,-0.004944276651203902,0.005565134248494,0.0116395227013608,0.0038093101583747,0.0076234750079157
2007-01-31,-0.0205829395967989,0.013969303166077,0.0375175055726027,0.0071788416904941,0.0247965184775662
2007-02-28,-0.0013931878063115494,-0.0170834263580118,-0.0120576216023177,-0.0084440203702385,-0.0106834495133095
2007-03-31,-0.0048610723922809,0.0087092397861913,0.0136557261654557,0.0086157744237672,0.0133914328290646
2007-04-30,0.003959298919000848,0.0331986224712487,0.0349469179554963,0.0229184077680029,0.0132515144457536
2007-05-31,0.002096315688073197,0.0343308577874419,0.0345704920777148,0.0360760061100228,0.0316437404436035
2007-06-30,0.0113856653753387,-0.0227604608788192,-0.0260414830951449,-0.0100277099300308,-0.0295180184643825
2007-07-31,0.0052654728060978,-0.0447637084809623,-0.0445091337891758,-0.0674362523850895,-0.0782217726890716
2007-08-31,-0.0047362403617063,-0.0057623951601609,0.0019725438276678,0.0095407773535757,0.0112783190891596
2007-09-30,0.013972436590665601,0.0187491065611888,0.0086896930718731,0.0140691224117185,-0.003816337280297
2007-10-31,0.01150645115822705,0.0029517170845918,-0.0016581398706322,0.0106198188848135,-0.0077832264764166
2007-11-30,0.014230628809023399,-0.0224979374053967,-0.0354437531378292,-0.0226074731480101,-0.0381229150336244
2007-12-31,-0.0023141163851876497,0.0010528218736381,-0.0133832549553397,-0.0050770242369691,0.013987285362384
2008-01-31,-0.023306210560757955,-0.0589795861759266,-0.0165114496763199,-0.0503563030073908,-0.0462120183854816
2008-02-29,0.01660298637518691,-0.034926340587242,-0.0580676688741714,-0.0538795622627299,-0.0639442067261743
2008-03-31,0.01077745987539795,-0.0127536522966953,-0.023022404882309,0.0119943356263755,0.0007081684611933
2008-04-30,-0.008031227580920248,0.0088546456094848,0.0299665984283048,0.0113222401977069,0.0062727425407274
2008-05-31,0.005301040667356052,0.0204021770702913,0.006491581080108,0.0291489262621989,0.0324574409176701
2008-06-30,0.05325528664455494,-0.0698258540600998,-0.1033808687865264,-0.0223119811302762,-0.0952675396929595
2008-07-31,-0.017304738173463247,-0.018574043286857,-0.001117879371943,0.0149685038438641,0.0321218162758766
2008-08-31,0.00038515579417840173,0.0276077657258075,0.0156108923742738,0.0365370059533876,0.0477635677165645
2008-09-30,0.053147585281899584,-0.0833874954323364,-0.1656513485401288,-0.0845102582313746,-0.1085415756873814
2008-10-31,0.009806738271660148,-0.1944139727018984,-0.2131536728466141,-0.1959928029940824,-0.196866579392687
2008-11-30,0.02170351691752863,-0.0732640078711699,-0.118017883474645,-0.1259917284508119,-0.1246448866823941
2008-12-31,-0.050541511121196814,0.1239703731114733,0.1684910311175248,0.1522771348683847,0.2088394991047268
2009-01-31,0.0259823918111778,-0.0881770793992925,-0.1222029669550353,-0.1044622208576708,-0.1224011169242836
2009-02-28,-0.01030121604447859,-0.1078449762828166,-0.094939278061207,-0.1253184546257225,-0.1176217207583749
2009-03-31,-0.025665817296170595,0.1511358490093259,0.1797269997166466,0.1441657986627581,0.1669062825477786
2009-04-30,-0.037410845408978266,0.1033024423447162,0.1565628273297269,0.1344713677409023,0.1560326735738481
2009-05-31,-0.00819560252505485,0.0466643123064129,0.0576618755594454,0.0220833898547746,0.0274770316518518
2009-06-30,-0.03373354313639155,-0.0572941247445291,-0.0177775986445213,-0.0429606707154565,-0.0150101105426812
2009-07-31,-0.01733454573683184,0.0754550077909078,0.0753490877402584,0.062321928686934,0.0970969402112471
2009-08-31,-0.0216900457174301,0.0070514531070032,0.0246606211731143,-0.0025374956190915,0.0232334277496576
2009-09-30,0.0028626257845164593,0.0768463185342089,0.0759889974193776,0.0935707636212766,0.088702833167075
2009-10-31,0.021904989191429355,0.0012893205044297,-0.0205066723556068,-0.032627350498708,-0.0546413360215302
2009-11-30,-0.005133242680970845,0.0349752063200702,0.0452121413470638,0.0274153796966764,0.0274449300316245
2009-12-31,0.0019591485636739,0.0240142349375652,0.03345663315919,0.071897704614071,0.0585370092650984
2010-01-31,-0.026569610764629305,-0.0626146063174608,-0.028694011296143,-0.0678815123012285,-0.0486628857932877
2010-02-28,0.008152683894569298,0.0246294179538606,0.0231539033217554,0.0338574286342063,0.0190275754771729
2010-03-31,-0.019434913748815702,0.0405053915987492,0.0640279449699874,0.0458513330178526,0.0611986071442458
2010-04-30,0.003470483098895853,0.0181753791817974,0.0136591938468217,0.0436476155258725,0.0412228346630565
2010-05-31,-0.0030014923013313016,-0.0888932865039083,-0.0898604683143551,-0.0970096489494278,-0.0900394825363184
2010-06-30,0.016564159705153854,-0.0306736677633553,-0.0432808502491017,-0.040070964447528,-0.0605921013720893
2010-07-31,0.016562008616606158,0.0796924753755948,0.0617373528655,0.0926096588682858,0.0774407641451683
2010-08-31,0.012214794099559709,-0.06227222127073,-0.0705285346183768,-0.085538812701316,-0.1017120875527886
2010-09-30,-0.0030907056968708935,0.0715340385674537,0.0686451767084497,0.0817584148221119,0.0908286880748577
2010-10-31,0.007751351727330699,0.0418997613605098,0.0242743023660442,0.022462261321886,0.0245850168616902
2010-11-30,0.001441317797231001,0.013266808239167,0.0173946680884754,0.0470092172254386,0.0399987217816682
2010-12-31,-0.022376654662703194,0.0308014303763955,0.0515054685951439,0.0399218233716213,0.0639710944782793
2011-01-31,-0.01211516705288405,-0.0019400177719733,0.01113458532651,-0.0182641586815306,-0.0071084276742458
2011-02-28,8.755358221885362e-05,0.024217327836817,0.0248144834493447,0.0372802925118356,0.0365080297348702
2011-03-31,-0.0014849063783115499,0.026045781177354,0.0393658041699724,0.0499825344032546,0.0396323241672593
2011-04-30,-0.009922633272222203,0.0216513513563513,0.0240982542834968,0.0096529653428139,0.0270513289601128
2011-05-31,-0.0027585186057268504,-0.0067880990054623,-0.0049210744440872,-0.0111790737232041,-0.0075290610731255
2011-06-30,0.00654521770332375,0.0032303664126273,-0.0033580856254612,0.0149495470405753,0.0084475636720163
2011-07-31,0.0026904365283185946,-0.0529420325478949,-0.0497922123981541,-0.0574955302791973,-0.0660262234855753
2011-08-31,0.020050528715448095,-0.0478681629538219,-0.0686483360889196,-0.0723646953624116,-0.0916855796582101
2011-09-30,0.009919371856562845,-0.0680470631217149,-0.0795398908513407,-0.0817838589802185,-0.0901297749637184
2011-10-31,-0.014949923138143556,0.1570754645467832,0.1878149556907761,0.2150799881737133,0.2142403433060075
2011-11-30,0.005189407237127252,0.0265569289387932,0.0254197401957972,0.0351465336838066,0.0259049079525481
2011-12-31,0.015367416366921651,0.0015167444280821,-0.0081843216879885,0.0218319446375436,0.0007981780197709
2012-01-31,-0.03722270569943515,0.0249411047917622,0.0665005027105411,0.0293963964115634,0.0622824098916548
2012-02-29,-0.00206487254581195,0.0241480473170395,0.0328101897371156,0.0163081030810048,0.0117757057525526
2012-03-31,-0.0010653719978244505,0.0164866498358786,0.0129093844369467,0.0121407523745413,0.0178487617691221
2012-04-30,0.0007866220437876478,-0.0219207771492648,-0.0178675836457658,-0.0187537030773881,-0.0243801406684624
2012-05-31,0.0274537745558908,-0.0583787725366105,-0.0883583697043937,-0.060281009465963,-0.0852089614099614
2012-06-30,-0.004166809604479196,0.057590891879231,0.0611321053177547,0.0764198835089063,0.081212289279341
2012-07-31,-0.00966382646319485,-0.0069079400573065,-0.0021126181134211,-0.0351560397701379,-0.0206237087876336
2012-08-31,-0.017096796313321894,0.0316885886785304,0.0475238794498764,0.0449435664232631,0.0633018682785609
2012-09-30,-0.00763240900616385,0.0198839337533523,0.0251361459360201,0.0177901007486968,0.0278027065783567
2012-10-31,-0.0062550768949216,-0.0153210438886353,-0.0058421544269464,-0.0235763773524516,-0.0205451130242973
2012-11-30,-0.0024406213229076,-0.0035932277207726,0.0003166857849006,-0.0064530427578739,-0.0054817136177319
2012-12-31,-0.0029568651075138515,0.0233270348666336,0.0272980364179157,0.0355650685933374,0.037507797257083
2013-01-31,0.008535473863281198,0.0469612077273147,0.0355933208840515,0.0379039432724833,0.0322008823891841
2013-02-28,-0.00459888313742895,0.0008248150074016,0.0023198648812247,-0.0072129408894563,0.0004897755115785
2013-03-31,0.0018583915479019053,0.0405055506653205,0.0379619851844636,0.0427714435494153,0.0415982259344684
2013-04-30,-0.0094178302278506,0.0160321073696045,0.0182984470702608,-0.0080404433770589,0.008528877377986
2013-05-31,-0.029545185558465803,0.0220222097497238,0.0535590401733985,0.0545866397246523,0.0821401804179092
2013-06-30,0.0017098298308925487,-0.0141884400320362,-0.0214061973724757,-0.0089603748935852,-0.0051622772149308
2013-07-31,-0.006481781200504556,0.0538209846569072,0.0501204037786562,0.0510768118967694,0.0677409551760295
2013-08-31,-0.005512308855995705,-0.0449220615067025,-0.0358823590675351,-0.0471001773006776,-0.0451152620278536
2013-09-30,-0.006019247347341591,0.0357509040164666,0.0374791728725915,0.0481198529058775,0.0584300787444358
2013-10-31,0.009408857288021096,0.0285455020741578,0.0229502990297684,0.0192194927598628,0.00599698122821
2013-11-30,0.00538407238714405,0.0239563806714792,0.0168905068657382,0.0436319971031284,0.0399297261345813
2013-12-31,-0.005813850482533654,0.0284691766056942,0.032949531935933,0.02935006943841,0.0364974150732385
2014-01-31,-0.01279325537887425,-0.0287985485316616,-0.0170886893122007,-0.0199167321380283,-0.0060400805997407
2014-02-28,0.006821180116737949,0.0887493846875354,0.0807776116554191,0.0881296793544832,0.0824590921531236
2014-03-31,0.015410388121258053,0.0149296432934298,0.0023642988086684,0.0113986198312411,-0.0068568119265136
2014-04-30,0.018168303732169055,-0.010691417947759,-0.0215979415200196,-0.0374817178622118,-0.0629118017542893
2014-05-31,-0.004997588498094001,0.0177835812262168,0.0162384727281768,-0.0064545124368037,0.0050857730574243
2014-06-30,-0.011859052029852143,0.0272250434144721,0.036597687659096,0.0516439770363794,0.0659894368514598
2014-07-31,-0.0028623046700452515,-0.0381959226846134,-0.032395772257748,-0.0740512448066915,-0.0741267858934664
2014-08-31,-0.008115075414427152,0.0449512912668579,0.0525807641833264,0.0470541662844122,0.055654844196798
2014-09-30,0.009153771201149852,-0.0254147234562211,-0.0396108552607565,-0.0593743334674151,-0.0634857440651794
2014-10-31,0.00474078032223816,0.0403932549526578,0.0415636691124014,0.0784262174341631,0.0677742426299432
2014-11-30,0.019372014614443052,0.0290069074972629,0.0066912665817478,0.0190032778424293,0.0025748895290583
2014-12-31,0.002629727765097952,0.0119798035811351,0.0089971095980525,0.0441554983210124,0.0418787367738991
2015-01-31,0.0027460575601394935,-0.0263089659303026,-0.0285312720353939,-0.0405114562255552,-0.0437812652407429
2015-02-28,-0.021439313765827,0.0402537948929612,0.0598717888223038,0.0464274632642646,0.069688096866576
2015-03-31,-0.006511768657511349,-0.0186112194439007,-0.010312775803794,0.0055121068863665,0.0102372005612825
2015-04-30,-0.017986852485858,-0.0086376653367502,0.0163819237139524,-0.0259561635635597,-0.0150020476425463
2015-05-31,0.01022141417770565,0.0013559323169645,-0.0024279673194158,0.0239319848762871,0.0072730561572561
2015-06-30,0.016798408731341148,-0.0157774334938136,-0.0318999361803415,0.0168175443336742,-0.0006567704424802
2015-07-31,0.0108175998714198,0.0068665108250297,-0.0058358624028996,-0.0203436297064575,-0.0292764562213678
2015-08-31,-0.013951783634682344,-0.061223830128323,-0.0479685172524672,-0.0691540618830982,-0.0545058074895893
2015-09-30,0.03317343484296455,-0.0033782354119151,-0.023415764269467,-0.0065867408045847,-0.0528960816329619
2015-10-31,0.0026337550489377998,0.0676951433606463,0.0593391599354774,0.0581302926492421,0.0612187659765354
2015-11-30,0.003930639357322301,-0.010161399377238,-0.0126075391638084,0.0166464473080196,0.0112313083799454
2015-12-31,0.009268071123992146,-0.0370378624461245,-0.0424252499720261,-0.0489527773028775,-0.0621015320249602
2016-01-31,0.032255169108924744,-0.0332726819964342,-0.084357613551645,-0.0678903000406333,-0.081315706703272
2016-02-29,-0.0211824568446454,0.0030591636212717,0.0236135332050104,-0.0075633916993274,0.0142471524062247
2016-03-31,-0.009292971032672903,0.0469973223979421,0.0550035538221247,0.0545707358989589,0.0651504465401221
2016-04-30,-0.026912119796113094,6.3768683830104e-05,0.0227445549274869,-0.0021942482056611,0.0289492051429083
2016-05-31,0.0047178696398798,0.0120864761641917,0.0035967843139973,0.007812842648958,0.0068667952193928
2016-06-30,0.0015496654338749,-0.0122649574144146,-0.01265150467812,-0.0072977953683226,-0.010010578972367
2016-07-31,-0.02348137150738125,0.0247684119599093,0.0489378890139248,0.0383743117718872,0.0611675777326342
2016-08-31,0.0093102817038261,0.0166374860454063,0.0048442067804363,0.0233306594305891,0.0165033752879069
2016-09-30,0.00462483632713445,0.0038360185368147,-0.0038361368263897,0.0121586405788775,0.010581123287813
2016-10-31,-0.006592339361639152,-0.0237723255615549,-0.019846138565021,-0.059934841898374,-0.0506763501716296
2016-11-30,0.014945253262986458,0.0730053584677532,0.0562813252914281,0.1367422631663934,0.1235757898167456
2016-12-31,0.010576503915634,0.0223368126592456,0.0060819176683072,0.023501005631563,0.0186028927912334
2017-01-31,-0.03005810189361345,0.0039851366439062,0.0315014805786513,-0.0183812011065884,0.0142186587458934
2017-02-28,-0.009181697638119598,0.028064467362861,0.0368588161800115,0.0114848620548297,0.0210539085139184
2017-03-31,-0.004521064157287199,-0.0186939100722223,-0.0136742906042766,-0.0230102864335954,-0.0189877775869667
2017-04-30,0.010762658494846148,0.017179462731372,0.0050283272843244,0.0244958288902445,0.0151216473475998
2017-05-31,0.01545278463395875,0.0141059403354409,-0.0053439366561594,-0.0229921083307335,-0.0344478006070507
2017-06-30,-0.0160738986463613,-0.0064304387806767,0.0046561672338971,0.0043463313333591,0.0254075226115079
2017-07-31,0.0143755563487681,0.0181142539310703,0.0053472462901285,0.0120477612880207,-0.0039363437685737
2017-08-31,0.019535523133749247,-7.614083639171255e-05,-0.0172940875238624,-0.0058863754038458,-0.0277394749838736
2017-09-30,-0.01187294957060725,0.0200484028905701,0.0281958346558504,0.0466719184127126,0.0622703857886468
2017-10-31,0.0031492537959434,0.0092611909515338,0.0071501964560416,-0.0077271693309736,-0.0119146824273682
2017-11-30,0.006981600017370693,0.0442882458241961,0.0289600001423624,0.0380110803190868,0.0393761259661791
2017-12-31,-0.004592532229133499,0.0086838061494172,0.0173478677000306,0.0047974562701511,0.0053184591778047
2018-01-31,0.0018617253129700473,0.0404100183050561,0.0354001338579579,0.0134815716924666,0.0147680055136247
2018-02-28,-0.012838968080828503,-0.0478928968202945,-0.0321849327798113,-0.047937227632116,-0.0379672555109422
2018-03-31,-0.0018223899795077993,-0.0006220583845034,-0.0019236337314462,0.0132447892159469,0.0181911445219053
2018-04-30,-0.009676920631524852,0.0187507594368016,0.0307231476962553,0.0308941599844937,0.0382756129880897
2018-05-31,0.003351054291700302,0.0195137518104432,0.0106106640512741,0.0569130727329228,0.0591140519086913
2018-06-30,-0.03398056514305965,-0.0217221433903017,0.0154816305010475,-0.020064537428313,0.0106928189664571
2018-07-31,-0.004671309956110599,0.0201131997694847,0.0316876816641139,0.0130100934493825,0.0107782314669745
2018-08-31,0.00039765206630255207,0.0340059766263191,0.0324480391562955,0.0422539404050487,0.0430165737424672
2018-09-30,0.0065869733486891,-0.0007766285747604,-0.0014011096676487,-0.0136421947475104,-0.0261916603520003
2018-10-31,-0.03338991929264484,-0.0953492609944483,-0.0550756614792007,-0.1227847188513212,-0.0962784797812791
2018-11-30,0.0090327025657501,0.0067349974431105,0.0002768720775853,0.0034095775043799,-0.0081977022615951
2018-12-31,0.017633644786644448,-0.1020541256481239,-0.1257155023809217,-0.1234976627170886,-0.1351035755575797
2019-01-31,0.007352797183613591,0.102459475517498,0.0968151149939973,0.1077158541195635,0.098654620275837
2019-02-28,-0.005614133861396045,0.0360265332557364,0.035347799347301,0.041515033515167,0.0534220351463945
2019-03-31,-0.011127581508352299,-0.0102824847523298,0.0006154345222417,-0.0431204327251875,-0.0317631889830544
2019-04-30,-0.01049943077826445,0.0204665698056122,0.0350708437913003,0.0172208258679919,0.0236154134388327
2019-05-31,-0.018477528412734798,-0.0736844717586572,-0.0557475116045644,-0.083796856741612,-0.0647787600702352
2019-06-30,-0.0008396802341266996,0.0690787528006853,0.0762915984112969,0.0665476615851157,0.0610141764427575
2019-07-31,0.007696968237981799,0.0072330640757195,-0.0009114291098071,-0.0024889802104455,-0.0097384235008825
2019-08-31,-0.0019148375959320493,-0.0253866614998735,-0.0266972059667117,-0.0456549415084963,-0.040514721849794
2019-09-30,-0.018789662413720404,0.0091282295319509,0.0311924998971955,0.0237324353322473,0.0392474897944435
2019-10-31,0.012847161476673846,0.0314346442836186,0.0208830194782798,0.0521439433998157,0.0370012452518068
2019-11-30,-0.007661776049198696,0.0236915455487599,0.0353387883587145,0.0262507158241984,0.0299270251126412
2019-12-31,-0.013322474278917404,0.0304548286057261,0.0471861903274107,0.0365815240525898,0.04649511088874
2020-01-31,-0.010225183359679701,-0.021505233891003,-0.0064809542454426,-0.0423510761528933,-0.0369249890790943
2020-02-29,-0.007681840983355545,-0.0903958247350362,-0.0871754324540942,-0.1080444439961137,-0.0959011543103446
2020-03-31,-0.04539161923913615,-0.22358354205722,-0.1823394634994836,-0.2629706035074596,-0.2134314435869237
2020-04-30,-0.01252976909404016,0.217671496567496,0.1904028387536179,0.219167153497386,0.2714953494993444
2020-05-31,0.004211680363942011,0.1040457206426384,0.1066447200234942,0.119826586612977,0.1088042265042372
2020-06-30,0.027527200473435452,0.0165852696671023,-0.0081775240166783,0.0470434081680115,0.0167518009049212
2020-07-31,0.035061170548941006,0.0612212832855248,0.0370243499515461,0.0661655949087674,0.0202401871448641
2020-08-31,-0.009084301950426702,0.0231000152333216,0.0462410607596192,0.0330024582391344,0.0280300166136902
2020-09-30,-0.0005520231864215505,-0.035775952558074,-0.022956200256138,-0.0354875015880292,-0.0472032075171221
2020-10-31,-0.018581749932907253,-0.0152174718332269,-0.0088648621636831,-0.0130045342963261,0.0178063558999446
2020-11-30,-0.02189618229851084,0.1101766896769519,0.1247972416955714,0.1524403717410868,0.181612184319489
2020-12-31,-0.004860884830233794,0.0381616999298398,0.0426938759312198,0.0828390942650743,0.0880286879241619
2021-01-31,0.0019716012016883014,0.0226226857059831,0.0074676394770893,0.0620056147963141,0.0732174586218313
2021-02-28,0.05650765147980815,0.0454873389674899,0.0069148687523932,0.0838547356419239,0.0094119028974043
2021-03-31,0.0256314522774517,0.0206548003163416,0.0001220716767453,-0.0070367520736197,-0.0377669279889268
2021-04-30,0.01300591162973145,0.0322531641738654,0.0209118128525189,0.0093958411787302,-0.0052746307593862
2021-05-31,0.0103660330203822,0.0012665046497264,-0.001501494379957,0.0126005492131051,-0.0053635177979759
2021-06-30,-0.0006881803167462786,0.0005911608277922,0.0276080485877719,0.0255455181980908,-9.50089283963413e-05
2021-07-31,0.023010457044836802,-0.0001103483482931,-0.0217512346411968,-0.0384171251194187,-0.0627971529161886
2021-08-31,0.0033636097022612978,0.0283408883008041,0.0220927967467967,0.0207687182811667,0.0202895904306515
2021-09-30,0.016870989289492197,-0.037471008194075,-0.0464406466718625,-0.0266726435611642,-0.0514449836623611
2021-10-31,0.008695266772953347,0.0436254292549386,0.0332172592670745,0.0223987524204839,0.0154163888624413
2021-11-30,0.012178790480171897,-0.0494005198226476,-0.05920811887197,-0.0589598680895684,-0.0735098500005898
2021-12-31,0.03747154722920481,0.0655208297707017,0.0335732032011267,0.0601486810309262,0.0171532131420916
2022-01-31,0.030226852419031197,-0.0628740851856975,-0.1030719251562079,-0.1008835381148757,-0.1211394029824277
2022-02-28,0.028958521612499753,0.0009136711737176,-0.0275156382519669,0.0168987484553645,-0.0125889853439505
2022-03-31,0.0108072922234441,0.0430663991190243,0.0341372254490175,0.0311063304059081,0.0184209196290267
2022-04-30,-0.007993393106720051,-0.0945676685480798,-0.0779529963158086,-0.1076911400176492,-0.1083190260364803
2022-05-31,-0.006967674848608151,-0.0033054500393852,-0.0065126999709492,-0.0227095978896288,-0.0055669982608485
2022-06-30,-0.01414723570351624,-0.0860865702282764,-0.0840294377559095,-0.0971801989232296,-0.070942859988564
