,ViT,Big_High,Big_Low,Small_High,Small_Low
2005-04-30,0.004548578255868949,-0.0273506740946084,-0.030765339037414,-0.0584046741877221,-0.0640871657566544
2005-05-31,0.0007194934801627514,0.0387046675590085,0.0335918550348607,0.0534150007624263,0.0570888263262486
2005-06-30,-1.5592074317848786e-05,0.0073350866063743,0.0103279481160723,0.0263055196948783,0.023343842333816
2005-07-31,-5.278897810219452e-05,0.0430541043729822,0.0419136524009834,0.0564764919310006,0.0577225218592038
2005-08-31,-0.001558972160835649,-0.0119813500676429,-0.0080642074494954,-0.0228339641459237,-0.0236331624423999
2005-09-30,0.015731390632527,0.0115628937340695,-0.0041127627624404,0.0105539475997962,-0.0052331771687479
2005-10-31,0.001096865523666446,-0.0228914168254654,-0.023984556330518,-0.0389907918733806,-0.0400913834156609
2005-11-30,-0.0005643367870961508,0.0443580879046599,0.0338178265790622,0.0438234408632464,0.0554923757630364
2005-12-31,-0.0012049776743708,-0.0051664112528896,-0.0073127208723777,-0.0246346155967692,-0.0200783506285395
2006-01-31,-0.0005612258504467463,0.0211702268827211,0.0242085701626458,0.0644655112289953,0.0625496196499641
2006-02-28,0.0078059561628485,0.0016239181552819,-0.0045005605860329,-0.0096135609111779,-0.0191009944955601
2006-03-31,0.0036549070621253506,0.0047265723400092,0.0096508648701027,0.0337222671271339,0.0214881604727897
2006-04-30,0.0044310150523041,0.0111777703961253,0.0014808218083587,0.0097197089391142,0.0105546274222726
2006-05-31,0.0088310767011959,-0.0235634758218853,-0.0306087591142038,-0.0518848055329091,-0.0625016756429824
2006-06-30,0.018254913913969953,-0.0026782667683521,-0.0288693385190619,-0.0123396467724231,-0.0226584028496532
2006-07-31,0.0013995460295821507,-0.0248311202005943,-0.0335611171792371,-0.049009235900183,-0.0430783309807045
2006-08-31,-0.020148414683094102,0.0279517434188093,0.0409735828341552,0.0246740603771302,0.0519490503279725
2006-09-30,-0.0118139900833804,0.0093875917579521,0.0236905224744936,-0.0006973218305927,0.0086277276196266
2006-10-31,0.0007855952756231493,0.0432497120972824,0.0351151100320265,0.0604443031073089,0.0670077146213185
2006-11-30,0.0006021498041079501,0.0389420417091238,0.0345681326000538,0.0437105854864331,0.0468801949872872
2006-12-31,0.0018257320205551002,0.0081720121581423,0.0012044400697089,0.0015822963832794,0.0048984044306026
2007-01-31,-0.016747621706042704,0.021915252532773,0.0405730220690335,0.0130302078192165,0.0278676816950414
2007-02-28,-0.0008943362590597016,-0.0155710465769625,-0.0097133763922685,-0.0090165639882505,-0.0130855616548251
2007-03-31,-0.0032422954756605483,0.0092310984926815,0.0088941707034734,0.0089248389383132,0.0157463576788424
2007-04-30,-0.006988978549926254,0.0321259548624427,0.0346523097361597,0.0077553713674478,0.0192069735935833
2007-05-31,-0.004263388647624898,0.0281174556417371,0.0371261225229882,0.0409916551184571,0.0405097655324558
2007-06-30,0.004664252423179749,-0.0239992466553108,-0.0242910639938386,-0.0157413212123478,-0.0247780087201795
2007-07-31,0.006845193245716745,-0.0532880068954385,-0.0561272323335524,-0.0712284274351722,-0.0820795884884918
2007-08-31,0.005196779865204799,-0.0043604204171433,-0.0061303249193943,0.0146167096203046,0.005993054392146
2007-09-30,0.0119180604876936,0.021006285061042,0.0128870810084899,0.0129042496211778,-0.0028126673016573
2007-10-31,-0.00011457023943360102,-0.0027082493702444,0.004395925071051,0.0103030371363476,0.0034280031739194
2007-11-30,0.0165952830722536,-0.0197729681795744,-0.0350319237521878,-0.0216311340299144,-0.0395627446018082
2007-12-31,-0.0029840237557057,-0.0026090225978566,-0.0150367420985742,-0.005682225696727,0.012713541315402
2008-01-31,-0.008249738436482398,-0.0491082309079298,-0.0223432496403266,-0.036201380006105,-0.0464668844007434
2008-02-29,0.022092792363006306,-0.0427258124215119,-0.0639234651385053,-0.0469605692720884,-0.0699485012811076
2008-03-31,0.00070532773242565,-0.0208592805404192,-0.0285716460423767,-0.0045598332075164,0.0017418768295898
2008-04-30,-0.000622410547625199,0.0140584743405616,0.0302278907465644,0.0212445380128035,0.0063199427020511
2008-05-31,0.0003014871525693491,0.0130199164534507,0.0085156599922263,0.0252396903936926,0.0291409725497783
2008-06-30,0.05928441604538884,-0.0636537020456319,-0.1211649805346349,-0.0314907850897825,-0.0925483386915572
2008-07-31,0.02257377686163805,-0.0136116758846804,-0.0309464518009497,0.0424356160308635,0.0146228382238567
2008-08-31,0.0003632502571288554,0.027717017173925,0.0157290294800455,0.0432459743492715,0.0545074615288933
2008-09-30,0.040260928431753995,-0.0960964660267772,-0.1549117490182568,-0.0748632412244709,-0.0965698150964993
2008-10-31,0.007898314093225556,-0.1978515621704266,-0.20588128125956,-0.1975309386007164,-0.2052978476980341
2008-11-30,0.03851227613152093,-0.0800233237567774,-0.1168435178050509,-0.0972157018071074,-0.1374200600218758
2008-12-31,-0.046532990165679244,0.1276537408549532,0.1718640273974608,0.1665018330939013,0.2153575268827522
2009-01-31,0.012485031469456453,-0.0896686353374111,-0.1145646100627382,-0.1237965500982985,-0.1238706383118843
2009-02-28,0.010515748824627705,-0.0985524931347841,-0.1003175017734304,-0.1141886039704626,-0.1334550929810717
2009-03-31,0.0031543855848518154,0.1685205815000205,0.1580473938913069,0.1469486418148092,0.1511130582538192
2009-04-30,-0.04444185496845762,0.0997882953918406,0.1556230068193022,0.1257636497161272,0.1588126482255808
2009-05-31,0.00441852608328825,0.0532202993047841,0.0339702033732934,0.0092803512738696,0.0196933950387838
2009-06-30,-0.001385566904494602,-0.0305329413794191,-0.0368378404843614,-0.0257425344273096,-0.0166665015133781
2009-07-31,-0.005711263160702751,0.0797649892675224,0.0780781009998947,0.0826080083491408,0.095717422938174
2009-08-31,-0.011938688765873952,0.0114246250570013,0.0173358182921916,0.0069769387779202,0.0249431230744778
2009-09-30,-0.004588597160177732,0.070904551731851,0.0826279788509374,0.0889375504151355,0.0863913176164046
2009-10-31,0.0153628813683696,0.0026148916480197,-0.0146954626337432,-0.0301044532164597,-0.043519861671436
2009-11-30,0.0014286845241290036,0.0435029587660815,0.0406318739054678,0.0333421157150774,0.0333558315274331
2009-12-31,-0.0060847745629757505,0.0310659285851928,0.0386400922746409,0.0622771347213359,0.0668725201578393
2010-01-31,-0.014768296174275948,-0.0626541547800669,-0.0316883577876503,-0.0518809470745798,-0.0533101517184445
2010-02-28,-0.0034232175010110028,0.0212641610846342,0.0272238722451168,0.0296365447939378,0.0305232686354772
2010-03-31,-0.011441955981146959,0.0461659636222887,0.0516283150677942,0.0453406365249304,0.0627621970417188
2010-04-30,0.0047486852166684496,0.0234595627831411,0.0139234816768364,0.0419799062734259,0.0420186169463937
2010-05-31,0.0017610092019517548,-0.0848906463652916,-0.0957436760939932,-0.1016203416134659,-0.0942893302886678
2010-06-30,0.014100426193004202,-0.026212464952197,-0.0423169298261305,-0.0465184212182501,-0.058614808730325
2010-07-31,0.0133621700326291,0.0776469664714067,0.0632050915668544,0.0781544030782296,0.0658719379175237
2010-08-31,-0.0071082312176631995,-0.0697110846345068,-0.0683828619306476,-0.097468478286369,-0.0845802385549018
2010-09-30,-0.005560120466364907,0.0707655974541889,0.0710291264810415,0.0817709231845826,0.0926276350904598
2010-10-31,0.00799993388403325,0.035815814958598,0.0297096989620276,0.0285520407733532,0.0186582890018571
2010-11-30,0.007933091081963453,0.0157181673637792,0.0154527822852608,0.0509125827736126,0.0353117856882041
2010-12-31,-0.017078248976041793,0.034835755820262,0.0602949906697243,0.0526897533928022,0.0613870164954235
2011-01-31,-0.0030296638977320503,0.0066642311317416,0.0123087345964296,-0.0139922779498529,-0.0135774536190768
2011-02-28,-0.004105711491257401,0.0172780726208548,0.0222755954323278,0.0274578201955035,0.0306717203665453
2011-03-31,-0.003206804823518851,0.023761713833026,0.0362069682518982,0.0476279087562365,0.041596263984402
2011-04-30,-0.010828229567984952,0.0212911857094456,0.0326917065594925,0.0159219191902988,0.0261778574762218
2011-05-31,-0.00471959515428085,-0.0090978148494941,-0.0066615049521598,-0.0206347176509462,-0.0136318372397188
2011-06-30,0.0091152154613719,0.0066156828363574,-0.0018747061907752,0.0228040539403107,0.0130640120446995
2011-07-31,0.0029927313072226486,-0.0416973670258705,-0.0521596131022221,-0.0657584989903304,-0.0612817155284241
2011-08-31,-0.00032909508129040643,-0.0659806453278961,-0.0591103505329294,-0.0782412327677817,-0.0844533374001676
2011-09-30,0.03724856543883054,-0.0500418134133339,-0.0998917531234118,-0.0730844884537918,-0.097731679621375
2011-10-31,-0.005233927841660602,0.1736483757702959,0.1738890309898534,0.2111701498103281,0.2213973502740918
2011-11-30,-0.0001974662878625015,0.026022794151725,0.0199537509847423,0.0180828735260769,0.0245468492687846
2011-12-31,0.01190621843925725,0.0054588569623825,-0.0116967881188281,0.0096362377934243,0.0029794459961204
2012-01-31,-0.030945327431068804,0.0293815951405315,0.058986638637911,0.0317861209236646,0.0640717322884227
2012-02-29,0.0077079624242647506,0.0331229599208674,0.026212934625757,0.016586673492562,0.0080807739391429
2012-03-31,-0.0025600212140180004,0.0149033470530054,0.0153551801025729,0.0113603658304384,0.0160285752089069
2012-04-30,-0.006683395855647596,-0.0185835154109191,-0.0112105682818858,-0.0305579886451962,-0.0245641440629343
2012-05-31,0.023644387694445407,-0.0707337919454227,-0.093974414384043,-0.0567595952146742,-0.0808077481649447
2012-06-30,-0.007920025891606092,0.0548950724663639,0.064308231437456,0.0766556556041488,0.0830825484162689
2012-07-31,-0.004460235357826751,-0.0029791185752115,-0.0045213588899766,-0.027155670755026,-0.0166929597246074
2012-08-31,-0.0014373435083698469,0.0353502621325384,0.0362414740663036,0.0468502596319147,0.0488337347148892
2012-09-30,-0.006302272703209301,0.0248935717358284,0.0213280985838114,0.0119143101624315,0.0280843287208671
2012-10-31,-0.0015859550040870501,-0.0116876790045883,-0.0123457630319907,-0.0245270825270105,-0.020697088491434
2012-11-30,-0.004489980916627251,-0.0051246318580612,0.0001951987157465,-0.0093837328398551,-0.0057236015804083
2012-12-31,-0.0032042941597353533,0.0253723634054198,0.0260302706606494,0.0303713319147667,0.0361220129790078
2013-01-31,0.004950919683051003,0.0483377778941614,0.0393063040612481,0.0364717422265525,0.0356013766933638
2013-02-28,0.003504967260288,0.0041491271311406,0.001330707905875,0.0009142682589521,-0.0032772470363583
2013-03-31,0.008995622759601446,0.0451005543129051,0.0358936616011557,0.0451036326219169,0.0363192798144634
2013-04-30,-0.008100127925921703,0.0157155587630518,0.0222183728323962,0.0007646035306816,0.0104620453131806
2013-05-31,0.010997460520951609,0.045757310869256,0.0334334178044666,0.0833689859586811,0.0736979579815673
2013-06-30,0.0022365886821286984,-0.0140866922307129,-0.0122456878634874,-0.0007603839070446,-0.0070745656385275
2013-07-31,0.003529830063945555,0.0490566392832655,0.0518816038978241,0.0604995480955565,0.0506149233531068
2013-08-31,-0.003101921604524105,-0.0450020748450364,-0.0385643832143545,-0.0454130349952607,-0.0456468834168944
2013-09-30,-0.008172649676019453,0.037471763066856,0.0370753865035126,0.0479658685897752,0.0647075445051575
2013-10-31,0.0177587829159247,0.0344411627473295,0.0159696130590136,0.0173381324464629,0.0002921163029294
2013-11-30,0.009305306678735154,0.0235006517461272,0.0150545690013083,0.0470228139095844,0.036858283296933
2013-12-31,-0.0030491208615780058,0.0294903283742859,0.0352296795304249,0.0356244826866488,0.0359833732536658
2014-01-31,-0.015360498363547099,-0.0263614053310422,-0.0178728435634332,-0.0228324470731405,-0.0006000121136553
2014-02-28,-0.010084670811113958,0.0811028899761167,0.0800839870634417,0.0691683245121806,0.0903565690470835
2014-03-31,0.01373350972262995,0.0149055244774769,-0.0028801971727791,0.005205004208858,-0.0044762935861459
2014-04-30,0.016626962954227352,-0.0132678396314455,-0.0241336316458929,-0.0404608645694155,-0.0628489984634228
2014-05-31,0.0052503163006237495,0.0229715609550126,0.0161332720986657,0.0055247335425565,0.0018623897976559
2014-06-30,-0.0023383172781801034,0.026360906383104,0.0308422635946319,0.0680827639080192,0.0682780412528515
2014-07-31,-0.0025558772907151514,-0.0358444268380991,-0.0392882786759019,-0.0814116633422111,-0.072856056922978
2014-08-31,-0.004317807320109453,0.0460922000642364,0.0512447678730968,0.0532667359180627,0.0567497827494212
2014-09-30,0.01185269455630135,-0.0233285184182877,-0.0451504588751963,-0.0579723912613606,-0.0598558399170547
2014-10-31,-0.005890363028807147,0.0288557341803021,0.0428130599265963,0.0610578177254771,0.0588812180367972
2014-11-30,0.008048639201848699,0.0254620030911804,0.0076419696392939,0.0071599329755096,0.0088826880236987
2014-12-31,0.011059748936061448,0.0155850263027941,0.0046163843216009,0.0421930698568586,0.0310422139659289
2015-01-31,-0.0017141095044154522,-0.0327635950173865,-0.0222186498034568,-0.0307970668331559,-0.0379137930382547
2015-02-28,-0.011589442619285857,0.0537112561821711,0.0587235329192162,0.0461104258491249,0.0642770343506515
2015-03-31,0.0052494690930109,-0.0140134479325964,-0.0169341850392495,0.0092685769218714,0.0016903758425027
2015-04-30,0.0063303334439807,0.0021199229443029,0.0064623465639474,-0.0137867838956914,-0.0307898744032973
2015-05-31,0.007511404828917349,0.005592056720529,-0.0043153047004025,0.0189400325501268,0.0138245843132236
2015-06-30,0.013372134917336399,-0.0199208298914153,-0.0320248477117379,0.0099117405405655,-0.0047285114737847
2015-07-31,0.0074048910021167515,0.005242082469053,-0.0040023738309111,-0.0237069470764932,-0.0292722727807626
2015-08-31,-0.009485447155799395,-0.0592938042443743,-0.0495494510638583,-0.0648981461869506,-0.0556716050558678
2015-09-30,0.028265353323273148,-0.0035535087253559,-0.0318289472917753,-0.0220241061507665,-0.0502793742308934
2015-10-31,0.018661001804564842,0.0707578727310521,0.055096179081282,0.0791480048685936,0.057487694909234
2015-11-30,-0.00024216964654715043,-0.0106494935479084,-0.0114034215068013,0.0154903802954523,0.0167286475474395
2015-12-31,-0.003587747111753699,-0.0339133765783133,-0.044334099306897,-0.0697859267965374,-0.0521897098444463
2016-01-31,0.01733430316040685,-0.0441414201116395,-0.0682234553310519,-0.0741045526272733,-0.0846911237286746
2016-02-29,-0.008559869988807601,-0.0001328711522141,0.0098433475798379,-0.0026049216089864,0.0045385996365768
2016-03-31,-0.004618417721992299,0.0490129538402199,0.0516734058589596,0.0582415053136158,0.0648178887388607
2016-04-30,-0.012369237413447002,0.005161644429123,0.013887723823825,0.0093408294187347,0.0253532248509267
2016-05-31,0.0015841515996907005,0.0117819141905009,0.0045918157295983,0.0062557715580948,0.010277566819616
2016-06-30,-0.0008230981502105501,-0.0116209196001071,-0.0105269931728545,-0.0126879458935977,-0.0121356760204292
2016-07-31,-0.020333014568757746,0.0323692565135406,0.042664535994052,0.0313638206907632,0.0617345703477673
2016-08-31,-0.00449171896523465,0.0085099237930673,0.0083388615520015,0.0110457319704618,0.0202002321419969
2016-09-30,0.011055921115487049,0.0027585381090882,0.0004884981153119,0.0210709301048785,0.0012291278676807
2016-10-31,0.0014140014671788562,-0.021763730202785,-0.0239383164777859,-0.0507679021744612,-0.051421318833818
2016-11-30,0.016213300204091008,0.0691670023697885,0.0502793252357281,0.1309176289150475,0.1173787056409259
2016-12-31,0.010546009110084,0.014786561068703,0.0084833506409393,0.0282979732893913,0.013509165496987
2017-01-31,-0.01117373847918765,0.0098949274169731,0.0209374258625773,-0.0103201809976471,0.000984797515124
2017-02-28,-0.011870398833519603,0.029352288996949,0.0325090697521335,0.000201567158425,0.0207855840702797
2017-03-31,0.00312503741807295,-0.0122423273780145,-0.0149555007456638,-0.0113321291163724,-0.014869030584869
2017-04-30,-0.0017727560719889013,0.0128436612155645,0.0115742743586333,0.0205305229124778,0.0253454219133868
2017-05-31,-0.008453407595946101,-0.0006487743327432,0.0041532472191322,-0.0348171470089864,-0.0227123533689696
2017-06-30,-0.0005078759036640009,-0.0027037838626466,-0.0003675055428736,0.0125444757121132,0.0112239491996682
2017-07-31,0.0018138760991093508,0.0127684804476149,0.0118184435925259,0.0030636260010599,0.0003859106579302
2017-08-31,0.005600250695071949,-0.0079496699129265,-0.0078492904211727,-0.0121452556951715,-0.0234461365770692
2017-09-30,-0.0014659955052698445,0.027081777519468,0.0242125295977171,0.0554610212583252,0.0612622601906158
2017-10-31,-0.0077782425498319485,0.0081689727257778,0.0116107759441474,-0.0207303983443464,-0.0086157164630521
2017-11-30,0.010457628596876448,0.0447472898840857,0.0284477959881592,0.0396058829686846,0.0349901196708582
2017-12-31,-0.0021095882697104006,0.0184640926611785,0.0166349539219405,0.0028897694601479,0.0089380847388067
2018-01-31,-0.0031912277651006994,0.0381749073994655,0.0416762734998887,0.0158698236882101,0.0187509131179883
2018-02-28,-0.008081079483870102,-0.0484323064961708,-0.0350161837411765,-0.0402231329495223,-0.0374770967367764
2018-03-31,0.004169362995831351,0.0007797710334917,-0.0039426765423996,0.0149872090872427,0.0113709306714713
2018-04-30,0.008760311171102646,0.0199403634973989,0.0205247065389934,0.0474790166943564,0.0293740513105566
2018-05-31,-0.0015415508044993517,0.018121189074128,0.0051904394793506,0.0474255035192599,0.063439354723036
2018-06-30,-0.0185570007400429,-0.0189315090907875,0.0184160813194766,-0.0024201233123974,-0.0026537122425757
2018-07-31,-0.000948177566501951,0.022956077727669,0.0254121656671244,0.0129503156348365,0.012390582828385
2018-08-31,-0.008202407287278099,0.033082858542336,0.0403405360700557,0.0343297676481596,0.0434769046949961
2018-09-30,0.0026060765431808013,-0.0034321116254439,-0.0079466736719495,-0.022187156693144,-0.022884747733
2018-10-31,-0.0217445311685278,-0.0902078114089352,-0.0613072857776483,-0.1141657878755789,-0.0995772511698102
2018-11-30,0.01082878015635545,0.0119444048516595,-0.0005148549989915,-0.0063608559298643,-0.0155591563919242
2018-12-31,0.0003542467340058447,-0.1117840031103099,-0.1088455084435613,-0.1282711136955024,-0.1319181018302627
2019-01-31,0.0005019772450411131,0.1027008361734429,0.1081739551698137,0.1103728044765616,0.1038957309901086
2019-02-28,-0.010583217103012,0.0348266719494315,0.0456359945106315,0.0424946653171765,0.0528517769620005
2019-03-31,-0.012135336002894398,-0.0137527770744166,0.0038433127352702,-0.0340177718836358,-0.0273431896875338
2019-04-30,-0.013870750355477149,0.0240374334886632,0.0371449715609869,0.0102086380857388,0.0248426007243694
2019-05-31,-0.008368425224757954,-0.0698597029267869,-0.0454784757483741,-0.067342277671721,-0.0749866544006179
2019-06-30,-0.003201063237562654,0.0663488122072298,0.0789398861320306,0.0690021121325297,0.0628131646828542
2019-07-31,0.0041473481145427,0.0094427160603639,0.0008995127691611,-0.0051435033534946,-0.0048949962913772
2019-08-31,0.004039395774747698,-0.0267495350658522,-0.0340868093817214,-0.0449915722717299,-0.0457330895053561
2019-09-30,-0.021932427270003794,0.0158113530123928,0.0344858369558074,0.0209933076209981,0.0461836782175911
2019-10-31,0.015638004491104907,0.0290278033884415,0.0225753331039295,0.0644091313723583,0.0395855926746605
2019-11-30,-0.006024374305725798,0.0224217068368953,0.0368196988736702,0.032058124111545,0.0297088806862217
2019-12-31,-0.009876123316632048,0.0260226515660295,0.0439426039583085,0.0486048102046854,0.0504371044456705
2020-01-31,-0.0104670544037948,-0.0241687709112457,-0.0073168816097233,-0.0418895331648609,-0.0378073136587937
2020-02-29,-0.002649009371620395,-0.0993440961688865,-0.0880884783955354,-0.1007001730705315,-0.1066577721006418
2020-03-31,-0.029869766404907516,-0.2321509048877652,-0.1926435949039706,-0.2487290001100384,-0.228496777284018
2020-04-30,-0.059912081399746464,0.1905396424906635,0.2332675333779593,0.2074744177239532,0.2845706896361504
2020-05-31,-0.01335053803819769,0.0938801100226216,0.1126385671601761,0.1205149117635607,0.1284575307024016
2020-06-30,-0.0101405356756117,0.0026815105218664,0.0024884887858459,0.0162886667457769,0.0367627598330208
2020-07-31,0.043480384785157145,0.0603841946359364,0.0334681142413929,0.0718296676367243,0.0117849784609535
2020-08-31,0.020303136777549448,0.0396747860026039,0.032408750737436,0.0529864062460358,0.0196461679561048
2020-09-30,0.004439182079679291,-0.0313779962464515,-0.0341962079029736,-0.0460760001401305,-0.052136152642967
2020-10-31,-0.00538975819664275,-0.0109852744253322,-0.0070364113482647,0.0066698227455465,0.0135004760617645
2020-11-30,-0.007544174196698589,0.128114637249953,0.1285344639413468,0.1625077602005174,0.1771762819025208
2020-12-31,-0.014599029439163247,0.0329736004454294,0.045059215557076,0.0742587688485206,0.0913712126152005
2021-01-31,-0.022243813657712004,0.0122632929438135,0.0313231435945407,0.0515306597075692,0.076958436372266
2021-02-28,-0.006203607906431999,0.0105446932698166,0.0414671782698588,0.0579503712645525,0.0394351020773743
2021-03-31,0.0356701606978649,0.023191549790703,-0.0111818449872303,-0.0059331227731732,-0.0429000493909697
2021-04-30,0.013092633384041,0.0364317967786978,0.0139793347725013,0.0024373158108858,-0.0012954889509997
2021-05-31,0.0111180767330009,0.0052155668845186,0.0047546424284324,0.0145832303316712,-0.0071919986782444
2021-06-30,-0.010955129660101051,0.0134676445519692,0.0224701753653399,0.0024017681669452,0.0153094966737766
2021-07-31,0.022685581541282297,-0.0032055686303176,-0.0194497129770032,-0.0371225681898366,-0.0662495869257156
2021-08-31,0.005452243995390401,0.0263089821030665,0.0245852030666547,0.0293516826122514,0.0201709736578824
2021-09-30,0.022816859672056353,-0.0263204754195553,-0.0504194664189783,-0.0300448292407061,-0.0515795575853958
2021-10-31,-0.0019600026465723015,0.0390900356300766,0.0416615832151785,0.0114489727540067,0.0127974304620494
2021-11-30,0.0016692555261632047,-0.0516519840091415,-0.0475519995952424,-0.061245758475072,-0.0686842539412975
2021-12-31,0.03403134244237515,0.0712133475756477,0.0369982327701892,0.047924497106145,0.0140769270268532
2022-01-31,0.010104273503603642,-0.0728537494938414,-0.0861321295430384,-0.1088620714653081,-0.1157922384233184
2022-02-28,0.0127550835603951,-0.0104140375009676,-0.0260761926761206,0.0032454461097656,-0.0066025658358716
2022-03-31,0.011028902836365248,0.0307392571715859,0.0338750924274698,0.0326960029400628,0.0075023620114484
2022-04-30,-0.00885146763578265,-0.097646260864484,-0.0704477822672729,-0.103429648806053,-0.1129251921316988
2022-05-31,0.0161299255047756,-0.0049028100762545,-0.0178516743724371,0.005540046474422,-0.0137709402389466
2022-06-30,-0.013496176120545905,-0.0823240350053784,-0.0778241757054672,-0.0916331798917545,-0.0691406869505739
